field,crop_name_en,variety_name_en,season,yield_bu_ac,yield_target,totalN_per_ac,totalP_per_ac,totalK_per_ac,state,county,acres,lat,long
100031,"Wheat, Hard Winter",TAM 114,2021,136.3,134.8,82.19,65.49,27.7,Kansas,Ford,133.2,38.344871,-100.50158
100032,"Wheat, Hard Winter",WB-Grainfield,2021,144.0,148.7,123.36,60.97,42.44,Kansas,Ford,208.3,36.884716,-98.754515
100033,"Wheat, Hard Winter",WB-Grainfield,2021,152.1,154.9,161.77,43.86,0.55,Kansas,Ford,140.5,37.275414,-100.192716
100034,"Wheat, Hard Winter",TAM 114,2021,130.6,137.6,53.43,53.21,17.38,Kansas,Ford,109.5,37.706954,-99.641191
100035,Corn,Corn Pioneer 86P20,2021,179.7,179.6,170.67,62.73,59.83,Kansas,Ford,70.7,37.508653,-99.487405
100036,Sorghum,Sorghum Hybrid B,2021,131.6,132.9,64.16,53.36,76.39,Kansas,Ford,36.3,38.352885,-100.045962
100037,Corn,Corn DKC63-58,2021,177.3,185.8,116.46,28.64,32.06,Kansas,Ford,146.6,36.769178,-98.716236
100038,Sorghum,Sorghum Hybrid B,2021,145.9,154.2,168.92,43.97,30.64,Kansas,Ford,157.0,37.010995,-100.394187
100039,Sorghum,Sorghum Hybrid B,2021,162.1,159.7,116.29,48.83,39.11,Kansas,Ford,214.5,36.941256,-99.92345
100040,"Wheat, Hard Winter",TAM 114,2021,143.4,142.5,150.79,55.21,24.29,Kansas,Ford,90.6,38.46304,-99.456185
100041,Sorghum,Sorghum Hybrid B,2021,156.7,150.2,138.57,45.73,20.56,Kansas,Ford,84.8,36.893486,-99.947676
100042,Sorghum,Sorghum Hybrid A,2021,136.8,135.7,91.62,32.84,55.58,Kansas,Ford,85.9,37.307214,-99.742585
100043,Sorghum,Sorghum Hybrid B,2021,152.5,151.9,93.48,46.56,45.76,Kansas,Ford,174.2,38.619054,-99.226418
100044,"Wheat, Hard Winter",TAM 114,2021,160.0,156.0,166.42,76.76,31.59,Kansas,Ford,48.6,38.023103,-99.564803
100045,"Wheat, Hard Winter",TAM 114,2021,149.9,148.6,196.9,49.09,14.45,Kansas,Ford,99.8,38.429053,-99.378431
100046,Corn,Corn DKC63-58,2021,133.0,128.4,115.14,35.1,22.23,Kansas,Ford,125.1,38.522925,-99.311626
100047,Sorghum,Sorghum Hybrid B,2021,131.0,138.7,50.61,11.57,27.54,Kansas,Ford,204.3,37.153446,-99.043889
100048,Sorghum,Sorghum Hybrid A,2021,161.4,161.3,204.87,34.67,32.63,Kansas,Ford,77.4,38.196114,-100.893347
100049,"Wheat, Hard Winter",TAM 114,2021,132.9,140.1,100.84,60.92,23.86,Kansas,Ford,161.6,36.90742,-100.587879
100050,Corn,Corn DKC63-58,2021,150.2,142.9,76.12,47.66,34.75,Kansas,Ford,102.0,38.103828,-100.310376
100051,Sorghum,Sorghum Hybrid B,2021,137.6,145.4,149.58,39.97,33.15,Kansas,Ford,81.6,38.209952,-99.944079
100052,"Wheat, Hard Winter",TAM 114,2021,151.1,148.4,141.54,38.03,6.43,Kansas,Ford,63.0,37.125982,-98.876658
100053,Corn,Corn DKC63-58,2021,208.6,214.2,210.5,43.8,63.82,Kansas,Ford,188.1,37.76522,-100.597588
100054,"Wheat, Hard Winter",TAM 114,2021,127.1,130.9,97.26,26.23,28.75,Kansas,Ford,115.1,38.59073,-99.418897
100055,Sorghum,Sorghum Hybrid B,2021,144.6,145.6,114.63,15.28,45.94,Kansas,Ford,71.5,37.171571,-100.826437
100056,Corn,Corn Pioneer 86P20,2021,175.2,172.9,195.81,38.21,44.4,Kansas,Ford,207.6,38.097986,-98.888504
100057,"Wheat, Hard Winter",TAM 114,2021,173.0,173.4,217.98,48.76,44.24,Kansas,Ford,260.4,36.818765,-100.490515
100058,Corn,Corn DKC63-58,2021,179.5,187.2,165.08,41.36,24.17,Kansas,Ford,279.3,38.126933,-98.809909
100059,"Wheat, Hard Winter",TAM 114,2021,148.2,142.2,135.44,82.44,59.65,Kansas,Ford,91.5,37.840502,-99.773632
100060,"Wheat, Hard Winter",TAM 114,2021,163.8,160.5,143.35,36.85,14.12,Kansas,Ford,174.8,38.024723,-98.942039
100061,Corn,Corn Pioneer 86P20,2021,153.2,150.9,158.96,29.97,58.57,Kansas,Ford,187.6,36.795838,-99.440845
100062,"Wheat, Hard Winter",WB-Grainfield,2021,141.8,147.7,163.73,32.32,33.28,Kansas,Ford,212.5,38.082651,-98.789206
100063,Corn,Corn DKC63-58,2021,132.8,141.7,99.75,50.14,10.16,Kansas,Ford,272.5,38.124521,-99.884751
100064,Corn,Corn Pioneer 86P20,2021,143.8,142.7,100.78,46.51,53.16,Kansas,Ford,73.0,38.166131,-100.549879
100065,Sorghum,Sorghum Hybrid B,2021,156.5,161.9,101.84,43.23,24.07,Kansas,Ford,132.1,36.882272,-100.751345
100066,Corn,Corn Pioneer 86P20,2021,156.8,151.4,155.89,47.28,43.58,Kansas,Ford,109.2,38.265411,-100.407486
100067,Sorghum,Sorghum Hybrid A,2021,144.8,138.9,110.22,39.12,51.66,Kansas,Ford,129.9,37.676786,-100.084845
100068,Corn,Corn DKC63-58,2021,145.7,148.9,146.34,58.72,42.75,Kansas,Ford,195.5,37.567489,-99.656162
100069,Sorghum,Sorghum Hybrid B,2021,143.0,142.5,136.52,45.08,48.38,Kansas,Ford,52.8,38.053682,-100.458894
100070,"Wheat, Hard Winter",TAM 114,2021,128.6,136.4,116.86,56.52,29.63,Kansas,Ford,242.5,38.259111,-99.885384
100071,"Wheat, Hard Winter",WB-Grainfield,2021,141.4,149.5,124.44,51.88,31.91,Kansas,Ford,93.5,37.935968,-98.950646
100072,"Wheat, Hard Winter",TAM 114,2021,168.3,168.4,170.58,38.87,57.52,Kansas,Ford,145.2,37.257668,-100.893037
100073,Corn,Corn DKC63-58,2021,148.5,141.5,160.78,49.42,44.63,Kansas,Ford,116.7,37.617226,-99.973246
100074,"Wheat, Hard Winter",WB-Grainfield,2021,135.1,131.5,83.02,57.7,56.69,Kansas,Ford,20.9,38.114255,-99.313447
100075,Corn,Corn Pioneer 86P20,2021,169.7,163.5,116.35,45.91,38.75,Kansas,Ford,62.7,36.770782,-98.71402
100076,Sorghum,Sorghum Hybrid B,2021,168.9,166.8,180.65,36.8,65.36,Kansas,Ford,256.0,37.42164,-100.261508
100077,"Wheat, Hard Winter",TAM 114,2021,139.5,136.8,120.79,37.61,1.6,Kansas,Ford,195.7,37.988497,-100.233558
100078,Sorghum,Sorghum Hybrid A,2021,146.5,143.0,111.71,64.94,50.8,Kansas,Ford,136.9,37.801025,-99.251559
100079,"Wheat, Hard Winter",WB-Grainfield,2021,152.6,158.3,161.58,51.15,43.06,Kansas,Ford,235.2,37.100554,-100.017747
100080,"Wheat, Hard Winter",TAM 114,2021,151.9,146.7,119.71,50.11,35.33,Kansas,Ford,170.2,38.334103,-99.954264
100081,Sorghum,Sorghum Hybrid B,2021,142.8,136.3,134.29,44.58,55.65,Kansas,Ford,194.2,37.524061,-100.893625
100082,Corn,Corn DKC63-58,2021,192.5,188.0,227.76,42.63,44.94,Kansas,Ford,85.9,37.828864,-99.030688
100083,Corn,Corn Pioneer 86P20,2021,157.8,163.5,184.07,32.66,41.04,Kansas,Ford,220.5,38.608651,-99.443702
100084,Sorghum,Sorghum Hybrid A,2021,152.2,154.7,153.77,70.57,20.7,Kansas,Ford,80.7,37.569657,-99.770909
100085,Corn,Corn Pioneer 86P20,2021,145.5,140.8,84.28,33.33,23.21,Kansas,Ford,146.6,37.221401,-98.859318
100086,Corn,Corn Pioneer 86P20,2021,142.3,138.0,85.92,68.07,51.66,Kansas,Ford,244.9,37.514259,-98.707872
100087,"Wheat, Hard Winter",TAM 114,2021,131.6,137.2,104.6,43.5,33.65,Kansas,Ford,83.7,38.181083,-99.446435
100088,Corn,Corn DKC63-58,2021,153.3,156.5,102.61,34.27,62.85,Kansas,Ford,20.3,38.476201,-100.877129
100089,"Wheat, Hard Winter",WB-Grainfield,2021,158.7,155.5,142.13,69.33,14.78,Kansas,Ford,208.3,38.046749,-99.890483
100090,Corn,Corn DKC63-58,2021,160.3,156.2,151.65,59.24,62.53,Kansas,Ford,185.6,37.279983,-100.490607
100091,"Wheat, Hard Winter",TAM 114,2021,133.2,128.9,137.17,39.36,40.87,Kansas,Ford,35.1,37.607187,-100.557418
100092,Sorghum,Sorghum Hybrid B,2021,131.2,125.3,108.53,56.5,54.14,Kansas,Ford,264.3,38.231867,-100.596673
100093,"Wheat, Hard Winter",WB-Grainfield,2021,167.5,169.8,177.45,30.3,38.83,Kansas,Ford,47.3,36.781562,-100.087927
100094,Sorghum,Sorghum Hybrid A,2021,143.9,143.4,116.82,54.35,49.65,Kansas,Ford,190.2,37.170194,-99.068347
100095,Sorghum,Sorghum Hybrid B,2021,173.2,167.4,214.61,76.0,43.43,Kansas,Ford,42.2,37.613447,-98.988841
100096,Corn,Corn DKC63-58,2021,153.9,154.5,189.58,60.68,58.33,Kansas,Ford,260.7,38.048071,-100.562579
100097,"Wheat, Hard Winter",WB-Grainfield,2021,165.4,161.5,153.13,97.04,55.08,Kansas,Ford,178.9,38.410551,-99.537254
100098,"Wheat, Hard Winter",WB-Grainfield,2021,160.6,162.4,105.13,45.26,55.79,Kansas,Ford,74.7,38.274673,-99.16911
100099,"Wheat, Hard Winter",TAM 114,2021,137.1,143.3,116.73,56.7,39.82,Kansas,Ford,41.2,36.8143,-99.192252
100100,"Wheat, Hard Winter",TAM 114,2021,169.6,167.1,189.6,34.82,13.37,Kansas,Ford,109.0,37.994642,-99.598879
100101,"Wheat, Hard Winter",WB-Grainfield,2021,166.5,162.5,145.2,60.69,26.62,Kansas,Ford,97.1,37.495301,-99.960906
100102,"Wheat, Hard Winter",WB-Grainfield,2021,175.8,172.1,159.57,47.04,49.88,Kansas,Ford,252.1,37.997622,-100.228289
100103,Corn,Corn Pioneer 86P20,2021,177.5,182.9,148.43,53.19,57.02,Kansas,Ford,173.4,37.154271,-100.570872
100104,Sorghum,Sorghum Hybrid A,2021,170.7,173.0,170.33,36.99,31.27,Kansas,Ford,124.5,37.460219,-99.562674
100105,Sorghum,Sorghum Hybrid B,2021,131.9,130.5,110.56,30.92,33.51,Kansas,Ford,266.9,38.425591,-100.553682
100106,Corn,Corn DKC63-58,2021,165.7,171.9,166.62,50.09,33.97,Kansas,Ford,74.0,37.082754,-100.516151
100107,Corn,Corn DKC63-58,2021,155.8,150.4,160.65,22.56,25.12,Kansas,Ford,178.9,36.882041,-99.449667
100108,"Wheat, Hard Winter",TAM 114,2021,124.3,130.5,123.96,34.17,34.52,Kansas,Ford,269.5,38.022237,-99.194823
100109,"Wheat, Hard Winter",WB-Grainfield,2021,139.7,136.8,165.08,70.88,36.65,Kansas,Ford,157.6,37.459653,-100.594099
100110,"Wheat, Hard Winter",WB-Grainfield,2021,168.3,166.1,190.6,48.53,42.68,Kansas,Ford,24.6,38.012239,-100.874468
100111,Corn,Corn DKC63-58,2021,151.6,157.4,81.69,43.68,40.71,Kansas,Ford,40.6,38.258739,-100.283104
100112,Corn,Corn Pioneer 86P20,2021,166.7,165.9,121.35,49.66,45.39,Kansas,Ford,117.0,36.907079,-99.154729
100113,Corn,Corn Pioneer 86P20,2021,156.2,148.9,78.32,53.71,22.02,Kansas,Ford,45.2,37.620397,-100.668017
100114,"Wheat, Hard Winter",TAM 114,2021,138.4,143.0,128.46,48.83,23.22,Kansas,Ford,178.8,37.31961,-100.833114
100115,"Wheat, Hard Winter",TAM 114,2021,166.7,171.9,212.04,47.14,36.7,Kansas,Ford,155.3,37.469919,-100.612579
100116,Corn,Corn Pioneer 86P20,2021,192.5,201.2,199.58,79.57,63.34,Kansas,Ford,164.7,37.206848,-100.549623
100117,Corn,Corn DKC63-58,2021,154.1,156.4,169.16,63.9,28.86,Kansas,Ford,150.5,37.84281,-98.989582
100118,"Wheat, Hard Winter",WB-Grainfield,2021,149.3,157.3,141.15,23.48,52.18,Kansas,Ford,125.1,37.850937,-100.451795
100119,Corn,Corn DKC63-58,2021,145.2,141.4,100.02,29.78,35.61,Kansas,Ford,278.6,38.071918,-99.780167
100120,Corn,Corn DKC63-58,2021,144.5,149.4,155.43,46.1,12.76,Kansas,Ford,47.2,37.520798,-99.639092
100121,Corn,Corn Pioneer 86P20,2021,170.0,174.2,141.9,43.11,56.48,Kansas,Ford,234.6,37.062432,-99.073202
100122,Corn,Corn DKC63-58,2021,151.4,158.4,98.13,71.26,41.72,Kansas,Ford,116.4,37.863976,-98.822005
100123,Corn,Corn Pioneer 86P20,2021,145.5,144.3,127.27,67.07,39.51,Kansas,Ford,123.4,37.875827,-99.822146
100124,Corn,Corn Pioneer 86P20,2021,143.6,141.8,75.27,54.93,63.76,Kansas,Ford,243.3,37.051722,-98.802509
100125,"Wheat, Hard Winter",TAM 114,2021,142.6,140.1,112.78,57.08,41.57,Kansas,Ford,242.5,38.41323,-100.602351
100126,"Wheat, Hard Winter",TAM 114,2021,144.8,150.6,128.11,42.28,37.5,Kansas,Ford,237.9,38.518883,-98.924726
100127,Corn,Corn DKC63-58,2021,144.8,144.2,109.59,36.87,49.52,Kansas,Ford,261.4,37.629327,-100.733095
100128,Corn,Corn DKC63-58,2021,159.5,163.6,159.76,18.37,56.52,Kansas,Ford,266.2,37.562,-98.949938
100129,Corn,Corn Pioneer 86P20,2021,157.8,154.0,114.08,40.14,32.03,Kansas,Ford,186.8,37.374586,-100.789643
100130,Sorghum,Sorghum Hybrid B,2021,123.2,120.6,95.74,20.37,41.07,Kansas,Ford,218.0,37.665643,-99.149968
100131,Sorghum,Sorghum Hybrid A,2021,135.5,138.2,102.23,44.91,24.02,Kansas,Ford,275.5,38.569382,-99.770219
100132,Sorghum,Sorghum Hybrid B,2021,156.5,162.3,216.28,55.52,33.66,Kansas,Ford,34.9,37.691634,-98.945113
100133,Corn,Corn DKC63-58,2021,177.0,179.6,140.17,58.77,12.52,Kansas,Ford,166.0,37.11214,-99.244394
100134,Corn,Corn DKC63-58,2021,150.8,143.4,64.09,45.6,53.14,Kansas,Ford,35.4,37.720356,-99.021765
100135,Corn,Corn DKC63-58,2021,142.8,138.6,140.82,52.55,55.58,Kansas,Ford,277.4,37.756365,-98.860761
100136,"Wheat, Hard Winter",WB-Grainfield,2021,150.7,149.1,114.76,53.13,62.49,Kansas,Ford,135.5,37.04786,-99.788869
100137,Sorghum,Sorghum Hybrid A,2021,130.5,123.7,75.9,35.08,25.71,Kansas,Ford,89.0,37.695958,-100.857754
100138,Corn,Corn Pioneer 86P20,2021,153.0,148.9,141.17,35.93,21.03,Kansas,Ford,102.8,38.556298,-100.140117
100139,Sorghum,Sorghum Hybrid B,2021,145.3,151.1,143.47,86.02,44.71,Kansas,Ford,224.1,38.393594,-100.225388
100140,Sorghum,Sorghum Hybrid B,2021,171.0,169.1,182.8,28.17,31.35,Kansas,Ford,72.5,37.887233,-100.381431
100141,"Wheat, Hard Winter",TAM 114,2021,183.5,190.5,229.4,56.31,50.55,Kansas,Ford,85.5,37.88747,-99.99216
100142,"Wheat, Hard Winter",WB-Grainfield,2021,142.2,139.5,78.98,57.04,32.88,Kansas,Ford,269.8,37.923534,-99.284762
100143,Corn,Corn DKC63-58,2021,169.2,168.0,132.11,32.36,2.95,Kansas,Ford,229.2,37.013048,-99.567049
100144,Corn,Corn Pioneer 86P20,2021,174.4,182.9,167.33,33.36,30.18,Kansas,Ford,275.2,38.339407,-99.559043
100145,Corn,Corn Pioneer 86P20,2021,143.7,138.7,101.63,44.07,46.3,Kansas,Ford,44.0,38.477166,-99.054735
100146,Corn,Corn Pioneer 86P20,2021,177.4,179.6,173.96,65.49,27.18,Kansas,Ford,109.1,38.282741,-99.056062
100147,Corn,Corn Pioneer 86P20,2021,161.8,160.6,155.68,10.87,35.48,Kansas,Ford,154.4,38.503297,-100.208376
100148,"Wheat, Hard Winter",TAM 114,2021,175.4,177.1,169.24,40.72,40.2,Kansas,Ford,22.1,38.420827,-98.831038
100149,Corn,Corn DKC63-58,2021,168.4,171.8,160.1,63.12,39.71,Kansas,Ford,28.4,37.798595,-100.708117
100150,Sorghum,Sorghum Hybrid B,2021,172.3,169.1,131.51,62.7,52.19,Kansas,Ford,118.8,36.887695,-100.763495
100151,Sorghum,Sorghum Hybrid A,2021,138.7,134.2,120.29,40.46,23.83,Kansas,Ford,194.5,38.645653,-99.334073
100152,"Wheat, Hard Winter",TAM 114,2021,123.7,131.0,76.2,68.02,58.3,Kansas,Ford,40.6,38.534932,-100.364146
100153,Sorghum,Sorghum Hybrid B,2021,141.3,133.7,106.51,39.56,48.64,Kansas,Ford,136.9,38.002535,-100.358484
100154,Corn,Corn DKC63-58,2021,182.4,183.4,238.13,43.13,32.44,Kansas,Ford,150.4,38.288562,-99.333574
100155,"Wheat, Hard Winter",TAM 114,2021,161.1,158.5,191.45,56.56,45.12,Kansas,Ford,74.1,37.973221,-99.880613
100156,Sorghum,Sorghum Hybrid B,2021,139.9,143.3,138.26,20.35,23.42,Kansas,Ford,176.5,38.358466,-99.401602
100157,"Wheat, Hard Winter",WB-Grainfield,2021,157.8,157.1,162.35,80.35,33.12,Kansas,Ford,25.7,36.790372,-99.317372
100158,Sorghum,Sorghum Hybrid B,2021,138.6,132.9,152.15,29.24,41.33,Kansas,Ford,198.2,38.136639,-100.597885
100159,Corn,Corn Pioneer 86P20,2021,154.9,155.1,199.24,43.73,14.77,Kansas,Ford,166.2,37.752062,-100.016251
100160,Corn,Corn Pioneer 86P20,2021,162.6,167.2,134.38,59.45,59.37,Kansas,Ford,62.6,37.554027,-99.561875
100161,"Wheat, Hard Winter",TAM 114,2021,148.1,145.0,93.4,46.43,40.3,Kansas,Ford,21.5,37.729763,-100.654878
100162,Corn,Corn DKC63-58,2021,135.7,132.3,78.11,40.83,42.38,Kansas,Ford,178.0,37.108672,-99.176928
100163,Sorghum,Sorghum Hybrid B,2021,120.6,118.7,83.22,56.3,36.32,Kansas,Ford,58.6,37.783267,-98.716061
100164,Corn,Corn Pioneer 86P20,2021,176.4,181.9,103.38,39.71,38.9,Kansas,Ford,186.0,36.826652,-100.75638
100165,Sorghum,Sorghum Hybrid A,2021,119.7,125.7,71.81,52.89,34.16,Kansas,Ford,261.3,38.194518,-100.188294
100166,Corn,Corn DKC63-58,2021,151.6,148.2,172.13,23.54,23.56,Kansas,Ford,31.6,36.789352,-100.173166
100167,Corn,Corn Pioneer 86P20,2021,165.7,167.8,185.42,37.95,38.24,Kansas,Ford,85.9,37.807912,-99.767754
100168,"Wheat, Hard Winter",TAM 114,2021,128.8,130.4,109.05,35.53,42.73,Kansas,Ford,148.5,37.598188,-100.865714
100169,Sorghum,Sorghum Hybrid A,2021,135.1,137.5,109.92,30.57,44.65,Kansas,Ford,96.1,37.8209,-100.023745
100170,Sorghum,Sorghum Hybrid B,2021,112.7,111.6,65.21,71.94,10.53,Kansas,Ford,123.4,38.202419,-99.652983
100171,Sorghum,Sorghum Hybrid A,2021,146.7,139.8,152.46,67.04,23.59,Kansas,Ford,136.5,37.130195,-99.917346
100172,"Wheat, Hard Winter",TAM 114,2021,151.0,150.4,186.1,29.41,40.3,Kansas,Ford,230.1,36.934068,-100.105043
100173,Sorghum,Sorghum Hybrid A,2021,130.0,133.2,63.34,66.79,37.42,Kansas,Ford,72.7,37.805327,-99.313592
100174,"Wheat, Hard Winter",TAM 114,2021,137.3,137.8,136.55,69.1,53.26,Kansas,Ford,161.8,37.33861,-98.706081
100175,Sorghum,Sorghum Hybrid A,2021,132.1,124.9,173.74,64.36,50.64,Kansas,Ford,54.7,38.332549,-100.043095
100176,Sorghum,Sorghum Hybrid B,2021,152.6,153.5,103.48,36.6,3.0,Kansas,Ford,235.4,37.900057,-99.693097
100177,Corn,Corn Pioneer 86P20,2021,198.5,207.1,232.2,38.64,30.96,Kansas,Ford,27.1,38.366278,-98.78357
100178,Corn,Corn DKC63-58,2021,152.6,155.8,133.46,29.36,44.11,Kansas,Ford,167.5,37.552511,-99.084049
100179,"Wheat, Hard Winter",WB-Grainfield,2021,157.2,164.0,191.8,35.48,40.52,Kansas,Ford,139.1,37.557741,-99.401237
100180,Sorghum,Sorghum Hybrid B,2021,135.4,130.0,149.33,46.54,27.16,Kansas,Ford,104.7,38.187946,-99.299739
100181,Corn,Corn Pioneer 86P20,2021,135.2,129.3,112.39,27.41,37.59,Kansas,Ford,45.6,38.559998,-99.333
100182,Corn,Corn Pioneer 86P20,2021,188.7,196.4,186.44,44.27,33.5,Kansas,Ford,165.5,37.544207,-100.688697
100183,Corn,Corn Pioneer 86P20,2021,188.3,186.1,151.91,63.11,60.12,Kansas,Ford,272.8,37.388052,-100.107999
100184,Sorghum,Sorghum Hybrid B,2021,131.2,130.9,105.82,50.42,21.14,Kansas,Ford,261.0,37.283677,-99.658515
100185,Corn,Corn Pioneer 86P20,2021,179.7,184.3,174.19,34.19,27.79,Kansas,Ford,104.8,37.152619,-98.912669
100186,Sorghum,Sorghum Hybrid A,2021,144.9,148.9,105.61,39.2,6.1,Kansas,Ford,81.3,38.3989,-100.622765
100187,Corn,Corn Pioneer 86P20,2021,157.2,165.5,181.14,41.25,26.92,Kansas,Ford,23.0,37.690777,-100.57597
100188,Corn,Corn Pioneer 86P20,2021,148.0,150.6,138.01,44.43,48.83,Kansas,Ford,200.9,37.661577,-99.178241
100189,Sorghum,Sorghum Hybrid A,2021,172.8,175.2,256.62,29.04,16.71,Kansas,Ford,167.8,37.775004,-99.565872
100190,"Wheat, Hard Winter",WB-Grainfield,2021,147.3,143.9,148.11,42.3,35.58,Kansas,Ford,242.7,37.635927,-100.577046
100191,Sorghum,Sorghum Hybrid B,2021,173.2,181.5,184.61,22.99,15.47,Kansas,Ford,77.4,37.300083,-99.006188
100192,Corn,Corn Pioneer 86P20,2021,173.1,175.7,185.81,81.6,40.69,Kansas,Ford,158.0,37.342848,-99.650828
100193,"Wheat, Hard Winter",TAM 114,2021,114.1,112.4,60.3,41.32,77.57,Kansas,Ford,182.9,37.348309,-100.331879
100194,"Wheat, Hard Winter",TAM 114,2021,148.9,151.3,133.42,55.44,16.08,Kansas,Ford,222.1,37.840997,-100.4898
100195,Sorghum,Sorghum Hybrid A,2021,136.3,135.7,58.06,36.58,28.34,Kansas,Ford,230.4,37.418242,-100.451757
100196,Corn,Corn DKC63-58,2021,155.8,149.4,129.39,35.37,25.44,Kansas,Ford,193.7,36.964301,-100.70261
100197,Corn,Corn DKC63-58,2021,157.9,164.1,116.07,31.25,27.97,Kansas,Ford,243.8,37.594535,-99.126509
100198,"Wheat, Hard Winter",WB-Grainfield,2021,165.3,166.0,176.21,55.43,44.95,Kansas,Ford,231.0,36.992981,-99.130219
100199,Sorghum,Sorghum Hybrid B,2021,127.0,124.0,84.38,60.37,50.19,Kansas,Ford,278.1,37.845822,-98.879987
100200,Corn,Corn Pioneer 86P20,2021,155.9,154.1,84.82,71.85,19.01,Kansas,Ford,61.0,37.306995,-100.306148
100201,Sorghum,Sorghum Hybrid B,2021,143.2,138.4,91.29,65.78,41.24,Kansas,Ford,201.8,37.633144,-100.285955
100202,Corn,Corn Pioneer 86P20,2021,146.8,143.3,123.63,38.57,38.74,Kansas,Ford,62.7,37.891369,-100.713129
100203,Corn,Corn DKC63-58,2021,147.0,147.3,77.99,57.12,47.51,Kansas,Ford,241.0,36.913743,-100.29283
100204,Corn,Corn DKC63-58,2021,159.3,155.0,101.09,38.56,33.63,Kansas,Ford,150.3,37.753435,-99.161485
